detectedActivity,geoHash,minuteOfDay,weekday,journey
2,1254444535,748,6,9110380308
2,1254444535,440,6,9110380308
5,1254444535,1017,4,9110380308
7,1254444535,968,3,9110380308
6,1254444535,950,2,9110380308
3,1254444535,736,2,9110380308
1,1254444287,445,4,9110380308
6,1254444535,1130,5,9110380308
1,1254444535,71,2,9110380308
5,1254444535,502,4,9110380308
5,1254444535,768,2,9110380308
7,1254444535,1030,3,9110380308
4,1254444535,459,4,9110380308
3,1254444535,1310,5,9110380308
6,1254444535,972,1,9110380308
2,1254444535,233,3,9110380308
4,1254444535,1080,2,9110380308
4,1254444535,1203,6,9110380308
6,1254444535,790,0,9110380308
7,1254444535,1271,5,9110380308
2,1254444535,690,3,9110380308
0,1254444535,1317,3,9110380308
6,1254444535,1098,1,9110380308
2,1254444535,334,6,9110380308
5,1254444163,138,0,9110380308
1,1254444535,1378,3,9110380308
3,1254444535,63,0,9110380308
2,1254444535,968,5,9110380308
5,1254444535,440,0,9110380308
1,1254444535,249,3,9110380308
1,1254444535,1178,5,9110380308
5,1254444535,1016,3,9110380308
4,1254444535,1175,0,9110380308
1,1254444535,112,2,9110380308
2,1254444535,855,0,9110380308
2,1254444535,1033,1,9110380308
7,1254444535,850,1,9110380308
4,1254444535,1008,0,9110380308
1,1254444535,1349,6,9110380308
2,1254444535,879,3,9110380308
7,1254444535,1021,0,9110380308
5,1254444535,240,5,9110380308
6,1254444535,811,4,9110380308
6,1254444535,915,5,9110380308
5,1254444535,1155,3,9110380308
5,1254444535,771,4,9110380308
7,1242202015,592,0,8030891103
3,1242202015,199,5,8030891103
6,1242202015,515,0,8030891103
0,1242202015,425,2,8030891103
4,1242202015,1067,2,8030891103
5,1242202015,158,5,8030891103
2,1242202015,1222,0,8030891103
5,1242202015,698,2,8030891103
6,1242202015,826,0,8030891103
4,1242202015,79,2,8030891103
2,1242202015,1337,3,8030891103
0,1242202015,455,1,8030891103
5,1242202015,759,3,8030891103
0,1242202015,556,0,8030891103
0,1242202015,773,0,8030891103
6,1242202015,1356,1,8030891103
5,1242202015,4,1,8030891103
0,1242202015,1053,4,8030891103
6,1242202015,1295,2,8030891103
4,1242202015,1230,1,8030891103
4,1242202015,240,6,8030891103
5,1242202015,856,2,8030891103
5,1242202015,1273,1,8030891103
2,1242202015,1250,0,8030891103
2,1242202015,783,1,8030891103
0,1242202015,355,6,8030891103
1,1242202015,177,4,8030891103
7,1242202015,236,5,8030891103
2,1242202015,867,1,8030891103
1,1242202015,160,3,8030891103
5,1242202015,1375,5,8030891103
6,1242202015,859,4,8030891103
6,1242202015,1043,3,8030891103
1,1242202015,86,5,8030891103
7,1242202015,733,3,8030891103
0,1242202015,603,6,8030891103
4,1242202015,316,4,8030891103
7,1242202015,282,5,8030891103
3,1242202015,802,4,8030891103
5,1242202015,1043,3,8030891103
