detectedActivity,geoHash,minuteOfDay,weekday,journey
8,1243184839,527,1,8107981156
3,1242478163,928,1,8115681079
7,1242479527,857,3,8115681079
3,1243184839,553,6,8107980000
8,1243184839,529,4,8107981156
3,1242477915,924,3,8115681079
3,1242479527,920,1,8115681079
3,1243184839,491,5,8107981156
3,1243184839,557,3,8107981156
3,1242478163,856,4,8115681079
3,1242213299,1157,6,8000081079
3,1242479279,859,5,8115681079
3,1242477915,899,3,8115681079
3,1243184839,514,2,8107981156
3,1243184963,546,3,8107981156
3,1243184839,503,4,8107981156
3,1242213051,1235,6,8000281079
8,1243184963,513,2,8107981156
3,1243184839,506,1,8107981156
3,1242479527,892,3,8115681079
3,1243184839,588,2,8107981156
3,1242478163,948,2,8115681079
3,1242478163,882,4,8115681079
7,1242479527,923,2,8115681079
3,1243184839,569,6,8107980000
8,1243184839,539,2,8107981156
3,1243184839,583,3,8107981156
3,1242479279,891,2,8115681079
3,1242478163,946,5,8115681079
8,1243184839,525,2,8107981156
7,1242479527,908,3,8115681079
8,1243184839,585,3,8107981156
3,1242477915,945,5,8115681079
3,1243187567,493,3,8107981156
3,1242478163,885,3,8115681079
3,1243184839,525,2,8107981156
3,1243184839,504,1,8107981156
3,1242479527,949,1,8115681079
7,1242478163,855,1,8115681079
8,1243187567,572,3,8107981156
8,1243184839,492,3,8107981156
8,1243184839,582,3,8107981156
3,1242478163,893,2,8115681079
7,1242479527,862,2,8115681079
3,1242478163,916,4,8115681079
3,1243184839,562,3,8107981156
8,1243187567,580,3,8107981156
3,1243184839,528,4,8107981156
3,1243184839,577,3,8107981156
7,1242479527,866,5,8115681079
7,1242478163,898,1,8115681079
3,1242477915,879,3,8115681079
7,1242479527,866,3,8115681079
3,1243184839,554,5,8107981156
3,1242477915,928,1,8115681079
3,1242479527,918,3,8115681079
3,1242479279,893,5,8115681079
3,1243184963,580,4,8107981156
8,1243184839,503,2,8107981156
7,1242479527,854,3,8115681079
3,1243184839,583,2,8107981156
3,1243184839,646,0,8107980300
3,1242213299,1248,6,8000081079
7,1242478163,906,3,8115681079
3,1242478163,863,3,8115681079
3,1243184839,587,4,8107981156
3,1243184839,563,2,8107981156
3,1242479527,934,1,8115681079
3,1243184839,503,3,8107981156
3,1243184839,561,2,8107981156
8,1243184839,522,1,8107981156
3,1242479527,1179,0,8115681079
3,1243184839,491,5,8107981156
3,1242479279,861,4,8115681079
3,1242478163,850,3,8115681079
3,1243184839,656,0,8107981156
3,1242477915,927,1,8115681079
3,1242478163,924,5,8115681079
3,1243184839,537,3,8107981156
8,1243184839,502,3,8107981156
3,1242478163,940,4,8115681079
3,1242479527,860,2,8115681079
3,1243184839,579,2,8107981156
8,1243184839,519,5,8107981156
3,1242478163,928,2,8115681079
3,1243184839,499,3,8107981156
3,1243184839,574,2,8107981156
3,1242478163,941,4,8115681079
3,1243184839,518,2,8107981156
3,1242213299,1227,6,8000081079
3,1242478163,900,5,8115681079
3,1242213051,1254,6,8000281079
3,1243184839,557,4,8107981156
3,1242478163,917,3,8115681079
8,1243184963,531,1,8107981156
3,1242213299,1220,6,8000081079
3,1242211439,1292,0,8030081079
3,1242479527,894,4,8115681079
7,1242479279,948,5,8115681079
7,1242477915,927,3,8115681079
7,1242479527,876,1,8115681079
3,1243184839,565,2,8107981156
3,1243184839,549,5,8107981156
3,1242478163,873,1,8115681079
3,1243184839,528,5,8107981156
3,1243184839,543,5,8107981156
3,1242479527,935,2,8115681079
7,1242478163,948,3,8115681079
3,1242478163,947,3,8115681079
3,1243184839,576,3,8107981156
7,1242479527,892,2,8115681079
8,1243184839,508,1,8107981156
3,1243184839,565,3,8107981156
3,1242479527,845,3,8115681079
3,1242478163,919,1,8115681079
3,1243184839,506,2,8107981156
7,1242479527,874,3,8115681079
3,1242478163,947,4,8115681079
3,1243184839,490,3,8107981156
3,1243184963,553,3,8107981156
3,1242478163,1172,0,8115681079
3,1243184839,496,5,8107981156
3,1242477915,874,1,8115681079
3,1242478163,941,1,8115681079
7,1242478163,924,1,8115681079
3,1243184839,492,1,8107981156
3,1242479527,865,5,8115681079
3,1243184839,534,3,8107981156
3,1243184839,581,5,8107981156
3,1243184839,505,1,8107981156
8,1243184839,528,4,8107981156
3,1242479527,925,2,8115681079
3,1243184839,512,2,8107981156
3,1242479527,945,1,8115681079
7,1242478163,867,2,8115681079
3,1242479527,850,3,8115681079
3,1243184839,498,3,8107981156
8,1243184839,533,5,8107981156
3,1242478163,852,4,8115681079
8,1243184839,522,1,8107981156
3,1242479527,875,3,8115681079
3,1243184839,500,5,8107981156
3,1242479279,937,1,8115681079
8,1243184839,497,2,8107981156
7,1242478163,871,1,8115681079
8,1243184839,506,3,8107981156
3,1242478163,937,5,8115681079
8,1243184839,504,2,8107981156
8,1243184839,570,2,8107981156
3,1242479527,912,4,8115681079
7,1242479527,882,3,8115681079
8,1243184963,523,4,8107981156
3,1242479279,926,2,8115681079
7,1242478163,852,5,8115681079
3,1242478163,859,2,8115681079
3,1242213299,1160,6,8000081079
8,1243184839,501,3,8107981156
7,1242478163,920,1,8115681079
3,1243184839,623,0,8107981156
3,1242479527,873,1,8115681079
3,1242213299,1167,6,8000081079
3,1242477915,860,4,8115681079
3,1242478163,871,1,8115681079
3,1243184839,567,2,8107981156
3,1242478163,934,2,8115681079
8,1243184839,494,1,8107981156
3,1243184963,563,3,8107981156
8,1243184839,525,1,8107981156
8,1243184839,589,4,8107981156
7,1242479527,919,5,8115681079
3,1243184839,540,4,8107981156
3,1242478163,915,3,8115681079
3,1243184839,509,5,8107981156
3,1243184839,563,1,8107981156
7,1242479279,855,2,8115681079
3,1242478163,888,3,8115681079
3,1242477915,916,2,8115681079
3,1242479527,1181,0,8115681079
3,1243184839,642,0,8107981156
3,1242478163,936,2,8115681079
3,1243184963,589,4,8107981156
3,1242479527,869,5,8115681079
8,1243184839,573,2,8107981156
8,1243184839,495,3,8107981156
3,1243184839,504,3,8107981156
8,1243184839,494,3,8107981156
7,1242479527,874,3,8115681079
7,1242478163,936,2,8115681079
8,1243184839,539,4,8107981156
3,1242479279,858,5,8115681079
7,1242478163,868,3,8115681079
3,1243184839,672,0,8107981156
8,1243184839,574,2,8107981156
8,1243184839,536,2,8107981156
3,1243184839,562,4,8107981156
3,1242478163,1211,0,8115681079
8,1243184839,574,5,8107981156
3,1242479527,864,2,8115681079
3,1243184839,513,1,8107981156
3,1243187567,693,0,8107981156
3,1243184839,507,2,8107981156
3,1242478163,924,4,8115681079
3,1242213175,1194,6,8000081079
8,1243184839,561,2,8107981156
3,1243184839,546,5,8107981156
8,1243184839,585,1,8107981156
3,1243184963,615,0,8107981156
3,1242479527,850,3,8115681079
3,1243184839,553,1,8107981156
3,1242478163,1248,0,8115681079
3,1242479279,1181,0,8115681079
8,1243187567,546,5,8107981156
3,1243184839,493,4,8107981156
3,1243184839,537,4,8107981156
3,1243184963,567,1,8107981156
7,1242478163,897,5,8115681079
3,1242479527,864,3,8115681079
3,1243184839,499,5,8107981156
3,1242478163,928,1,8115681079
3,1243187567,562,1,8107981156
8,1243184839,583,2,8107981156
8,1243163635,560,5,8107981156
3,1243184963,555,6,8107980000
3,1242479527,892,5,8115681079
7,1242478163,851,1,8115681079
3,1242478163,861,3,8115681079
3,1243184839,584,3,8107981156
3,1242479527,1201,0,8115681079
8,1243184839,572,1,8107981156
3,1243184839,522,1,8107981156
3,1242213299,1196,6,8000081079
8,1243184839,515,4,8107981156
3,1243184839,562,1,8107981156
3,1242479279,881,5,8115681079
8,1243184839,569,2,8107981156
3,1242478163,917,5,8115681079
7,1242478163,870,2,8115681079
7,1242479527,903,1,8115681079
3,1243187567,518,3,8107981156
7,1242478163,856,4,8115681079
8,1243184839,502,4,8107981156
3,1242213299,1198,6,8000081079
7,1242479279,891,4,8115681079
3,1243184839,564,4,8107981156
3,1242479527,893,5,8115681079
3,1242478163,888,1,8115681079
3,1243184839,533,5,8107981156
3,1243184839,546,3,8107981156
3,1242213299,1159,6,8000081079
8,1243184839,550,2,8107981156
8,1243184963,531,5,8107981156
8,1243184839,500,1,8107981156
8,1243184839,567,4,8107981156
7,1242478163,933,2,8115681079
3,1243184839,571,3,8107981156
8,1243184839,521,4,8107981156
3,1242478163,927,1,8115681079
3,1242478163,905,4,8115681079
3,1243184839,537,2,8107981156
8,1243184839,500,5,8107981156
3,1243184839,576,2,8107981156
8,1243184839,513,2,8107981156
3,1242477915,941,4,8115681079
8,1243187567,546,5,8107981156
8,1243184839,562,2,8107981156
3,1242213299,1187,6,8000081079
3,1243184839,522,1,8107981156
3,1242478163,855,2,8115681079
3,1243184839,490,5,8107981156
8,1243187567,544,1,8107981156
3,1243184839,559,2,8107981156
3,1243184839,499,5,8107981156
3,1243184839,615,6,8107980000
3,1242479279,852,4,8115681079
8,1243184839,511,2,8107981156
3,1243184839,559,6,8107980002
8,1243184839,581,2,8107981156
3,1243184839,564,5,8107981156
3,1243184839,632,6,8107980000
3,1242479527,911,4,8115681079
8,1243184839,552,3,8107981156
3,1242478163,913,5,8115681079
8,1243184839,534,3,8107981156
7,1242479527,891,1,8115681079
3,1243184839,579,1,8107981156
3,1243184839,550,4,8107981156
3,1242477915,945,4,8115681079
3,1242479527,908,4,8115681079
3,1242213051,1299,6,8000281079
8,1243163635,493,5,8107981156
3,1243184839,519,1,8107981156
3,1242479527,895,3,8115681079
3,1243184839,507,3,8107981156
7,1242479279,927,1,8115681079
3,1243184839,564,4,8107981156
7,1242478163,856,3,8115681079
3,1242479527,1231,0,8115681079
7,1242479527,855,4,8115681079
8,1243184839,562,3,8107981156
3,1242477915,891,5,8115681079
3,1242478163,887,4,8115681079
3,1243184839,527,1,8107981156
3,1243184839,519,4,8107981156
3,1242478163,864,2,8115681079
3,1242477915,1172,0,8115681079
7,1242479279,938,5,8115681079
3,1242213051,1228,6,8000281079
3,1243184839,526,3,8107981156
3,1243184839,566,1,8107981156
7,1242479527,902,2,8115681079
3,1243184839,538,1,8107981156
8,1243184839,520,4,8107981156
3,1243184839,495,4,8107981156
3,1242478163,917,2,8115681079
3,1242478163,852,5,8115681079
3,1243184839,515,2,8107981156
3,1242479279,910,2,8115681079
3,1243184839,527,3,8107981156
3,1243184839,535,1,8107981156
3,1242477915,853,2,8115681079
3,1243184839,552,5,8107981156
3,1242479279,929,3,8115681079
8,1243184839,554,4,8107981156
8,1243184963,584,4,8107981156
8,1243184839,493,4,8107981156
3,1243184839,584,2,8107981156
3,1242479527,902,3,8115681079
3,1242478163,897,3,8115681079
3,1242479527,915,5,8115681079
8,1243184839,518,2,8107981156
3,1243187567,534,5,8107981156
3,1243184839,532,3,8107981156
3,1242479279,907,2,8115681079
3,1242213299,1204,6,8000081079
3,1242213299,1179,6,8000081079
3,1243184839,502,3,8107981156
3,1242478163,866,4,8115681079
7,1242479527,908,4,8115681079
7,1242479527,908,2,8115681079
3,1243184839,515,2,8107981156
3,1243184839,568,5,8107981156
3,1242211439,1233,0,8030081079
8,1243163635,494,5,8107981156
7,1242479527,904,2,8115681079
3,1243184839,518,3,8107981156
3,1242478163,1177,0,8115681079
7,1242478163,896,3,8115681079
3,1243184839,545,5,8107981156
8,1243184963,498,4,8107981156
8,1243163635,494,2,8107981156
8,1243184839,518,2,8107981156
7,1242479527,859,2,8115681079
3,1242478163,895,4,8115681079
3,1243184839,507,4,8107981156
3,1243184839,544,5,8107981156
3,1242478163,907,1,8115681079
3,1243184963,510,2,8107981156
7,1242478163,895,4,8115681079
8,1243184839,539,3,8107981156
3,1243184839,588,4,8107981156
3,1243184839,609,6,8107980000
3,1243184839,523,2,8107981156
3,1243184839,610,6,8107980000
3,1242479279,929,2,8115681079
8,1243184839,508,2,8107981156
3,1243184839,708,0,8107981156
3,1243184839,528,3,8107981156
8,1243184839,520,5,8107981156
3,1242479279,884,4,8115681079
7,1242478163,943,3,8115681079
3,1242477915,851,5,8115681079
3,1242479527,1189,0,8115681079
3,1243184839,587,2,8107981156
3,1242479279,873,4,8115681079
3,1242479527,941,5,8115681079
3,1243184839,575,4,8107981156
3,1243184839,523,2,8107981156
3,1243184839,519,3,8107981156
3,1242479527,921,2,8115681079
7,1242477915,879,4,8115681079
3,1242478163,919,1,8115681079
3,1243184839,581,1,8107981156
3,1243184839,577,2,8107981156
3,1243184839,520,2,8107981156
3,1242478163,943,3,8115681079
8,1243184839,520,5,8107981156
3,1242478163,938,5,8115681079
8,1243184839,536,1,8107981156
7,1242478163,945,1,8115681079
7,1242479527,924,4,8115681079
8,1243184839,521,3,8107981156
7,1242478163,885,5,8115681079
3,1242479527,891,5,8115681079
3,1243184839,543,2,8107981156
8,1243163635,587,4,8107981156
7,1242479279,894,3,8115681079
3,1242213051,1287,6,8000281079
3,1242479527,873,2,8115681079
3,1243163635,540,5,8107981156
3,1243184839,530,5,8107981156
3,1242479527,876,1,8115681079
3,1242479527,934,2,8115681079
8,1243184839,516,4,8107981156
7,1242479527,925,3,8115681079
7,1242478163,875,2,8115681079
3,1243184839,511,3,8107981156
3,1242478163,938,3,8115681079
3,1243184839,532,1,8107981156
8,1243184839,572,3,8107981156
3,1243184839,547,3,8107981156
3,1242478163,937,3,8115681079
3,1243184839,527,4,8107981156
3,1243184839,505,5,8107981156
3,1243184839,545,4,8107981156
7,1242479527,914,5,8115681079
3,1243184839,549,5,8107981156
3,1243184839,500,5,8107981156
3,1243184839,544,4,8107981156
7,1242479527,852,5,8115681079
3,1243184839,501,1,8107981156
3,1243184839,557,4,8107981156
3,1243163635,670,0,8107980300
3,1243184839,580,4,8107981156
3,1242479527,945,3,8115681079
3,1243184839,683,0,8107981156
3,1242478163,863,5,8115681079
3,1243184839,546,1,8107981156
3,1242478163,854,3,8115681079
7,1242478163,895,4,8115681079
3,1243184839,551,6,8107980000
3,1243184839,539,5,8107981156
3,1242479527,904,3,8115681079
3,1243184839,565,4,8107981156
3,1242478163,881,1,8115681079
7,1242479527,947,3,8115681079
3,1242479527,948,5,8115681079
3,1242478163,886,2,8115681079
8,1243184839,538,2,8107981156
3,1243184839,504,2,8107981156
3,1242478163,872,5,8115681079
8,1243184839,570,1,8107981156
3,1243184839,557,4,8107981156
3,1242213299,1157,6,8000081079
3,1242479527,892,1,8115681079
3,1242478163,865,5,8115681079
3,1243184839,592,6,8107980000
3,1243184839,529,4,8107981156
3,1243184839,519,1,8107981156
3,1242478163,737,6,8115680002
3,1243184839,561,3,8107981156
7,1242479527,895,1,8115681079
8,1243184839,502,5,8107981156
3,1243184839,551,4,8107981156
3,1242478163,868,5,8115681079
7,1242478163,897,1,8115681079
3,1242479527,882,5,8115681079
3,1242213175,1247,6,8000081079
3,1243184839,513,5,8107981156
8,1243184839,576,3,8107981156
3,1242479279,907,5,8115681079
3,1243184839,510,3,8107981156
3,1243184839,565,1,8107981156
3,1242478163,944,2,8115681079
3,1242479527,880,4,8115681079
8,1243184839,539,3,8107981156
3,1243184839,560,5,8107981156
3,1242479403,1266,6,8121681079
3,1243184839,492,3,8107981156
3,1243184839,707,0,8107981156
3,1243184839,507,4,8107981156
3,1242213299,1179,6,8000081079
3,1243184839,686,0,8107981156
3,1243187567,517,1,8107981156
3,1243184839,541,2,8107981156
7,1242479527,850,3,8115681079
3,1242479527,930,1,8115681079
3,1242479279,886,3,8115681079
3,1243184839,610,0,8107981156
7,1242479527,937,3,8115681079
8,1243184839,524,1,8107981156
3,1243184839,538,2,8107981156
3,1243184839,499,1,8107981156
3,1243184839,495,2,8107981156
3,1243184839,520,4,8107981156
3,1242478163,864,3,8115681079
3,1242478163,874,2,8115681079
3,1243184839,556,1,8107981156
7,1242478163,895,5,8115681079
3,1243184839,572,2,8107981156
8,1243184839,536,4,8107981156
3,1243184839,515,3,8107981156
3,1243184839,623,0,8107981156
3,1242479527,873,4,8115681079
8,1243184839,580,2,8107981156
8,1243184839,573,4,8107981156
8,1243187567,573,1,8107981156
3,1243184839,588,1,8107981156
7,1242478163,893,3,8115681079
8,1243184839,493,2,8107981156
3,1242479279,911,3,8115681079
3,1242479279,944,3,8115681079
3,1242479279,904,4,8115681079
3,1242213299,1209,6,8000081079
8,1243184839,578,2,8107981156
3,1242478163,857,4,8115681079
3,1243184963,532,3,8107981156
7,1242479279,866,2,8115681079
8,1243184963,541,3,8107981156
7,1242478163,920,3,8115681079
8,1243184839,506,3,8107981156
3,1243184839,572,5,8107981156
7,1242478163,877,4,8115681079
7,1242477915,897,3,8115681079
8,1243187567,549,2,8107981156
3,1242478163,901,5,8115681079
3,1243184839,546,3,8107981156
3,1242479527,860,3,8115681079
8,1243187567,559,5,8107981156
3,1243187567,579,3,8107981156
8,1243184839,524,3,8107981156
3,1243184839,566,3,8107981156
7,1242478163,878,3,8115681079
7,1242478163,852,5,8115681079
3,1243184839,515,2,8107981156
3,1243184839,543,1,8107981156
8,1243184839,498,2,8107981156
3,1243184839,521,5,8107981156
7,1242479527,906,2,8115681079
3,1242479279,945,2,8115681079
3,1242478163,866,2,8115681079
3,1242479527,892,1,8115681079
3,1243184839,579,5,8107981156
3,1242479527,874,2,8115681079
3,1243184839,507,3,8107981156
3,1243184839,565,1,8107981156
8,1243184839,572,1,8107981156
3,1243184839,496,1,8107981156
8,1243184839,537,1,8107981156
8,1243184839,565,5,8107981156
8,1243187567,552,1,8107981156
3,1243184839,567,4,8107981156
7,1242478163,893,5,8115681079
8,1243184839,537,3,8107981156
3,1243184839,581,1,8107981156
3,1242478163,1198,0,8115681079
3,1242477915,851,4,8115681079
3,1243184839,538,1,8107981156
3,1242478163,856,5,8115681079
3,1243184839,504,2,8107981156
3,1242478163,932,3,8115681079
3,1242479527,898,5,8115681079
3,1242479527,943,1,8115681079
7,1242477915,880,2,8115681079
3,1243184839,622,6,8107980000
8,1243184839,500,4,8107981156
7,1242478163,892,1,8115681079
8,1243184839,588,4,8107981156
3,1243184839,629,6,8107980002
8,1243184839,516,1,8107981156
3,1243184839,548,5,8107981156
7,1242479527,880,4,8115681079
8,1243184839,490,2,8107981156
3,1242478163,877,1,8115681079
3,1242479527,878,1,8115681079
3,1243163635,534,1,8107981156
7,1242478163,884,5,8115681079
3,1243184839,579,3,8107981156
3,1243184839,530,3,8107981156
8,1243184839,550,2,8107981156
3,1243184839,619,6,8107980000
3,1242479527,899,3,8115681079
3,1242478163,908,2,8115681079
3,1243184839,563,3,8107981156
3,1243184839,559,2,8107981156
3,1243184839,518,4,8107981156
8,1243184839,564,1,8107981156
7,1242478163,857,2,8115681079
3,1243184839,539,3,8107981156
3,1242479527,940,2,8115681079
3,1242478163,861,3,8115681079
3,1243184839,493,3,8107981156
7,1242478163,944,3,8115681079
3,1243184839,558,2,8107981156
3,1242479527,891,5,8115681079
8,1243184839,510,5,8107981156
3,1243184839,544,1,8107981156
3,1243184839,587,3,8107981156
3,1243187567,537,1,8107981156
7,1242479279,883,4,8115681079
3,1243184839,527,5,8107981156
3,1242478163,913,2,8115681079
3,1242478163,914,4,8115681079
8,1243184839,518,5,8107981156
3,1243184839,542,5,8107981156
7,1242479527,868,1,8115681079
3,1243184839,518,1,8107981156
8,1243184839,548,4,8107981156
3,1242479527,876,5,8115681079
3,1243184839,660,0,8107981156
3,1243184839,509,3,8107981156
8,1243187567,519,4,8107981156
3,1243184839,547,5,8107981156
3,1242478163,937,1,8115681079
3,1243184839,524,1,8107981156
8,1243184839,526,1,8107981156
3,1243184839,491,1,8107981156
3,1243184839,539,4,8107981156
3,1242479527,863,2,8115681079
3,1242478163,903,5,8115681079
3,1242478163,936,5,8115681079
7,1242478163,886,5,8115681079
3,1242479527,1188,0,8115681079
3,1242479527,889,2,8115681079
3,1243184839,569,5,8107981156
8,1243184839,509,3,8107981156
3,1242479527,860,1,8115681079
7,1242479527,937,2,8115681079
3,1243184839,514,2,8107981156
3,1242213299,1185,6,8000081079
3,1243184839,496,1,8107981156
8,1243184839,522,3,8107981156
3,1242479527,857,1,8115681079
3,1242479279,856,4,8115681079
3,1242479527,879,1,8115681079
3,1242479527,858,4,8115681079
3,1243184839,576,2,8107981156
3,1242479527,900,5,8115681079
3,1242213299,1241,6,8000081079
8,1243184839,497,4,8107981156
3,1243184839,640,0,8107981156
3,1242479279,1167,0,8115681079
3,1242479527,918,4,8115681079
3,1242479527,872,5,8115681079
8,1243184839,527,4,8107981156
3,1243187567,638,6,8107980000
3,1242479527,1234,0,8115681079
3,1243184839,575,2,8107981156
3,1242479279,883,3,8115681079
3,1243184839,694,0,8107981156
3,1242479527,916,2,8115681079
3,1242477915,1162,0,8115681079
3,1242213299,1222,6,8000081079
3,1243184839,514,1,8107981156
3,1242478163,938,4,8115681079
7,1242479527,890,5,8115681079
3,1243184839,503,5,8107981156
3,1242477915,852,4,8115681079
3,1243187567,610,0,8107981156
3,1242478163,913,5,8115681079
7,1242477915,929,2,8115681079
3,1243184839,566,1,8107981156
3,1243184839,566,4,8107981156
3,1242477915,862,4,8115681079
3,1242479527,895,5,8115681079
3,1242479527,935,2,8115681079
3,1243184839,526,3,8107981156
3,1242478163,855,1,8115681079
3,1242478163,898,4,8115681079
3,1242479279,902,4,8115681079
3,1243184963,560,6,8107980002
3,1242478163,909,2,8115681079
3,1242479527,918,1,8115681079
3,1243184839,522,2,8107981156
3,1243184839,575,5,8107981156
3,1242478163,943,3,8115681079
3,1242211563,1227,0,8030081079
3,1243184963,566,3,8107981156
3,1243184839,508,2,8107981156
3,1242478163,938,3,8115681079
7,1242478163,873,3,8115681079
3,1243184839,589,3,8107981156
3,1242478163,941,5,8115681079
3,1242213299,1234,6,8000081079
3,1242477915,954,4,8115681079
3,1242479527,881,4,8115681079
3,1242479527,868,5,8115681079
3,1243163635,531,1,8107981156
7,1242479527,842,3,8115681079
3,1242479527,906,2,8115681079
3,1242478163,877,2,8115681079
7,1242478163,917,1,8115681079
3,1242478163,1241,0,8115681079
3,1242478163,917,4,8115681079
3,1242479279,899,4,8115681079
3,1243163635,580,4,8107981156
3,1242477915,939,1,8115681079
3,1243184963,505,2,8107981156
3,1243187567,554,1,8107981156
7,1242479527,935,1,8115681079
3,1242213299,1247,6,8000081079
8,1243184963,490,2,8107981156
3,1242479527,904,1,8115681079
3,1242479527,851,1,8115681079
8,1243184839,561,2,8107981156
3,1242478163,938,4,8115681079
7,1242479527,855,2,8115681079
7,1242479527,920,5,8115681079
3,1243184839,543,1,8107981156
3,1242479279,854,3,8115681079
3,1242479527,875,3,8115681079
3,1242479527,922,5,8115681079
3,1243184839,555,2,8107981156
7,1242478163,932,3,8115681079
3,1242479527,865,1,8115681079
3,1242478163,938,5,8115681079
3,1243184839,562,5,8107981156
3,1243184963,491,4,8107981156
3,1242477915,925,2,8115681079
3,1243184839,560,4,8107981156
3,1243184839,550,3,8107981156
3,1242478163,915,2,8115681079
3,1242479527,947,1,8115681079
3,1243184839,518,4,8107981156
3,1243184839,527,3,8107981156
3,1243187567,563,5,8107981156
3,1242478163,925,3,8115681079
7,1242479279,941,1,8115681079
8,1243184839,555,1,8107981156
7,1242477915,931,2,8115681079
3,1243184839,492,5,8107981156
8,1243184839,531,4,8107981156
3,1242213175,1198,6,8000081079
3,1242477915,898,2,8115681079
3,1243184839,511,1,8107981156
3,1243184839,507,5,8107981156
3,1242479279,900,2,8115681079
3,1243184839,552,3,8107981156
3,1242478163,924,5,8115681079
3,1242479527,914,2,8115681079
3,1243184963,495,5,8107981156
3,1243184839,494,5,8107981156
3,1242211563,1381,0,8030081079
3,1243184839,562,3,8107981156
7,1242479527,884,3,8115681079
3,1242479527,856,4,8115681079
3,1242479279,948,3,8115681079
3,1243184839,550,4,8107981156
3,1242477915,868,4,8115681079
3,1243184839,572,4,8107981156
8,1243184839,542,2,8107981156
3,1242479527,912,4,8115681079
7,1242478163,880,1,8115681079
7,1242479527,896,4,8115681079
3,1242479279,924,5,8115681079
7,1242478163,874,5,8115681079
3,1242478163,895,2,8115681079
7,1242477915,887,4,8115681079
3,1242479279,925,2,8115681079
3,1243184839,508,2,8107981156
3,1242479279,944,5,8115681079
3,1242479527,887,1,8115681079
7,1242478163,889,2,8115681079
3,1242479527,885,5,8115681079
3,1243184839,495,1,8107981156
3,1243184839,502,4,8107981156
8,1243184839,493,4,8107981156
7,1242478163,861,1,8115681079
8,1243184839,502,1,8107981156
3,1243184839,544,5,8107981156
3,1242478163,1225,0,8115681079
3,1242478163,941,4,8115681079
