detectedActivity,geoHash,minuteOfDay,weekday,journey
2,1242212679,1299,5,8014081216
3,1242212679,1366,5,8014081216
3,1242212679,1348,0,8014081216
7,1242212679,1265,6,8014081216
7,1242212803,1338,6,8014081216
0,1242212679,1367,0,8014081216
0,1242212679,1298,0,8014081216
1,1242212803,1360,0,8014081216
4,1242212679,1307,0,8014081216
3,1242212679,1277,5,8014081216
7,1242212679,1282,5,8014081216
2,1242212679,1279,3,8014081216
4,1242212679,1271,6,8014081216
4,1242212679,1275,6,8014081216
4,1242212679,1322,2,8014081216
0,1242212803,1264,0,8014081216
0,1242212679,1330,5,8014081216
0,1242212679,1366,2,8014081216
2,1242212679,1266,4,8014081216
0,1242212679,1321,0,8014081216
1,1242212679,1318,3,8014081216
1,1242212679,1299,4,8014081216
5,1242212679,1309,2,8014081216
4,1242212679,1288,4,8014081216
